prev	curr	type	n
other-empty	Geography	other	45
Music	Earth	link	42
Wikipedia	History	link	47
English_language	Sports	external	45
History	Physics	other	40
Chemistry	Mathematics	other	42
Music	History	external	48
English_language	History	external	51
Music	Wikipedia	other	44
Science	History	other	57
Philosophy	Technology	link	46
Art	Religion	other	46
other-empty	Religion	other	54
other-empty	Geography	other	37
Wikipedia	Main_Page	external	72
other-search	Physics	link	66
Technology	Mathematics	link	36
United_States	Wikipedia	other	36
Science	Wikipedia	other	56
Wikipedia	Earth	link	52
Philosophy	Earth	external	44
Main_Page	Philosophy	link	50
Philosophy	Science	link	61
Music	Sports	link	57
Sports	Chemistry	external	65
Philosophy	Mathematics	external	46
other-external	United_States	external	52
Art	Art	link	62
Biology	Religion	other	43
Physics	Geography	external	54
Philosophy	Science	other	49
History	Philosophy	external	42
Earth	History	link	46
Literature	Biology	external	47
Wikipedia	Science	link	64
Philosophy	Literature	external	44
Main_Page	Literature	external	46
World_War_II	Wikipedia	other	53
Philosophy	Literature	other	48
Wikipedia	Main_Page	other	49
Mathematics	Mathematics	other	55
United_States	Geography	other	42
Art	Art	external	50
Chemistry	Biology	external	71
other-empty	Mathematics	external	42
Main_Page	Main_Page	other	45
other-external	Physics	link	54
Earth	Wikipedia	link	50
Earth	Philosophy	other	43
Physics	Mathematics	other	43
History	United_States	link	46
United_States	Religion	external	64
Philosophy	English_language	other	46
other-search	Technology	external	40
Sports	Literature	external	49
Art	Mathematics	other	58
Philosophy	Science	external	51
Science	English_language	link	51
Sports	Physics	link	46
United_States	Art	other	39
other-empty	Biology	link	38
Religion	History	other	57
Earth	Main_Page	external	45
World_War_II	Earth	other	34
Chemistry	Technology	link	60
Physics	Technology	other	43
Biology	Sports	external	45
Technology	Wikipedia	link	55
Technology	Sports	link	45
Chemistry	English_language	other	54
other-internal	Geography	other	43
Religion	English_language	external	38
other-search	Physics	link	49
Sports	Religion	external	43
English_language	Sports	external	65
Geography	World_War_II	external	45
Mathematics	Philosophy	other	40
Sports	Art	other	53
Biology	Philosophy	link	49
Main_Page	Philosophy	external	47
Philosophy	Literature	external	54
Geography	Literature	link	49
Geography	Geography	other	46
Technology	Wikipedia	link	62
Biology	Music	link	43
other-empty	English_language	other	57
Philosophy	Physics	other	55
Biology	Philosophy	link	44
Religion	Biology	link	61
Religion	World_War_II	link	51
Music	World_War_II	other	56
other-search	Mathematics	external	40
Technology	Chemistry	other	45
Main_Page	English_language	link	43
Religion	Science	link	60
Biology	Earth	link	47
Physics	Art	other	46
Art	Religion	other	51
other-empty	Philosophy	link	55
Mathematics	History	other	44
Technology	English_language	link	58
other-search	Physics	other	51
World_War_II	Earth	link	46
Biology	Philosophy	external	41
United_States	Physics	external	47
Sports	World_War_II	external	59
History	Earth	external	53
other-internal	Music	other	48
Music	Mathematics	other	47
Literature	English_language	other	46
Physics	English_language	link	58
Religion	Mathematics	external	41
Earth	Biology	other	45
Main_Page	Geography	link	51
other-empty	Earth	other	40
Sports	Physics	other	69
other-internal	Literature	link	48
Music	Technology	external	63
Literature	Physics	other	45
History	Sports	other	37
Mathematics	History	external	44
Chemistry	Sports	external	42
English_language	Main_Page	other	53
United_States	Chemistry	other	52
English_language	Earth	other	54
United_States	Sports	other	51
Literature	Wikipedia	external	44
World_War_II	Literature	external	50
Geography	Main_Page	link	47
History	United_States	external	43
Music	Earth	link	43
Religion	Literature	link	49
other-empty	Wikipedia	link	42
English_language	Religion	other	51
Mathematics	Sports	link	44
Technology	Mathematics	link	54
United_States	United_States	external	47
World_War_II	Art	link	47
other-search	Religion	external	45
Main_Page	Chemistry	other	43
English_language	Religion	other	45
Literature	Art	link	42
Mathematics	English_language	link	59
Technology	Earth	other	39
English_language	Music	link	50
other-internal	Main_Page	other	65
Literature	Philosophy	link	49
Philosophy	Mathematics	other	47
Religion	Music	other	60
Technology	Sports	other	49
Wikipedia	Earth	link	52
Earth	Religion	link	56
Chemistry	Physics	other	46
other-search	Art	external	48
Art	World_War_II	external	45
Earth	Religion	other	56
other-internal	Philosophy	other	53
other-empty	Wikipedia	other	49
Art	Chemistry	link	43
History	Art	link	52
other-search	Sports	external	52
Philosophy	Philosophy	link	59
Geography	Physics	link	60
Religion	Literature	external	48
History	Biology	link	56
Sports	Art	link	54
Religion	United_States	other	48
History	Main_Page	other	30
Sports	Sports	external	41
Technology	Religion	external	44
other-search	Biology	link	45
Physics	Physics	link	48
Mathematics	Literature	link	48
Science	Mathematics	other	53
Geography	Literature	external	37
Music	Wikipedia	other	61
Biology	Religion	link	57
Technology	Religion	other	51
Earth	Sports	external	38
Wikipedia	Science	external	43
Mathematics	History	link	45
English_language	Religion	external	47
other-search	World_War_II	link	45
Technology	Biology	link	51
Music	Science	other	59
Literature	Mathematics	other	60
Music	Science	link	47
other-empty	Technology	external	47
United_States	History	external	54
Earth	Science	external	60
Chemistry	English_language	external	48
Biology	English_language	other	37
Wikipedia	Wikipedia	link	35
Mathematics	Main_Page	link	48
other-external	Technology	link	56
English_language	Geography	link	42
Biology	Literature	other	42
Science	Mathematics	external	43
Sports	Music	external	58
other-external	Main_Page	link	56
Technology	Main_Page	link	62
Literature	Technology	link	60
United_States	Technology	link	45
English_language	Science	external	47
Sports	Literature	external	51
Mathematics	Mathematics	external	38
History	Religion	other	44
Earth	Physics	link	51
Technology	Main_Page	external	49
Main_Page	Wikipedia	external	48
History	Science	link	53
Science	Main_Page	external	56
Biology	United_States	other	54
Technology	Biology	link	40
Chemistry	Sports	other	45
other-empty	United_States	other	60
English_language	Art	external	54
other-empty	United_States	external	52
United_States	Geography	link	43
other-empty	Physics	link	52
World_War_II	Biology	other	47
Main_Page	World_War_II	external	53
World_War_II	Science	external	55
Main_Page	Technology	other	53
Biology	English_language	link	47
Philosophy	Biology	link	45
Art	Physics	link	44
Music	Mathematics	external	44
Music	Mathematics	link	48
other-external	English_language	other	57
Art	Main_Page	external	55
History	Music	external	46
Technology	Art	other	57
History	Sports	other	45
United_States	World_War_II	other	55
other-empty	Earth	external	53
other-search	Chemistry	external	44
Sports	Biology	external	58
other-external	Chemistry	other	45
Chemistry	Geography	other	41
other-internal	Philosophy	other	43
World_War_II	History	link	44
Literature	World_War_II	link	50
Biology	English_language	link	45
Science	Music	link	68
Geography	Sports	external	47
Music	Art	other	49
Earth	Sports	link	53
other-empty	Wikipedia	external	40
Science	Music	external	53
other-search	Technology	external	44
Religion	United_States	other	44
World_War_II	Philosophy	other	45
Wikipedia	Physics	other	56
other-empty	Mathematics	external	49
Music	Main_Page	link	44
Main_Page	Biology	link	56
Art	World_War_II	link	56
Earth	Technology	other	57
United_States	History	link	53
Music	Music	other	49
Science	Science	external	51
Mathematics	World_War_II	link	62
Physics	World_War_II	external	42
History	English_language	external	52
Literature	Literature	external	48
United_States	English_language	link	43
other-search	English_language	link	48
Geography	Art	external	47
World_War_II	Philosophy	external	59
Technology	Art	external	60
Philosophy	Science	external	54
Literature	World_War_II	other	51
Chemistry	Main_Page	other	58
Music	Wikipedia	external	42
other-external	Art	external	59
Biology	Geography	other	59
Main_Page	United_States	external	47
Biology	Wikipedia	link	45
Art	Earth	external	50
Sports	Technology	link	53
Mathematics	Philosophy	link	46
Religion	Philosophy	link	47
other-internal	Earth	external	44
Geography	Earth	other	54
Science	English_language	external	63
English_language	Science	link	64
other-empty	United_States	other	49
other-external	World_War_II	link	51
Geography	World_War_II	external	47
Art	Geography	link	44
Art	Biology	external	53
Earth	World_War_II	link	45
Technology	Earth	other	45
Geography	Physics	external	55
other-external	Biology	external	50
Music	Mathematics	link	39
Main_Page	United_States	other	42
Literature	United_States	external	47
Physics	Sports	link	39
other-external	Sports	external	58
Geography	Science	link	55
Art	Earth	other	36
Literature	Mathematics	link	43
Mathematics	History	other	53
Mathematics	Literature	link	44
English_language	Mathematics	other	52
United_States	Physics	external	47
Technology	Chemistry	external	36
other-empty	Technology	external	48
other-empty	Main_Page	external	41
Science	Philosophy	link	59
Geography	Earth	other	58
United_States	English_language	external	59
other-external	Sports	other	61
Biology	Geography	link	52
Geography	Religion	other	47
Technology	Physics	external	35
Sports	Physics	link	49
Philosophy	World_War_II	external	44
Main_Page	Literature	link	57
Earth	Main_Page	link	40
Philosophy	Philosophy	other	60
other-internal	Earth	external	59
World_War_II	Religion	other	53
Sports	Main_Page	link	46
Geography	Sports	external	49
Chemistry	Literature	link	43
Philosophy	Sports	external	40
United_States	Science	external	47
other-search	Music	link	40
Biology	English_language	link	54
English_language	Chemistry	other	55
other-internal	Geography	external	43
other-empty	Wikipedia	external	42
Main_Page	Biology	external	51
other-empty	Science	external	40
Wikipedia	Art	external	57
Mathematics	Science	external	63
Geography	Music	external	46
Mathematics	English_language	other	46
other-empty	Mathematics	link	50
United_States	Technology	other	49
Technology	Music	external	41
Philosophy	English_language	other	73
Mathematics	Technology	other	47
Earth	History	external	40
Art	Music	external	67
United_States	Biology	external	37
other-internal	World_War_II	link	47
Philosophy	English_language	other	43
United_States	World_War_II	other	52
other-empty	Science	link	46
Earth	Technology	external	39
World_War_II	Science	external	39
Sports	Music	other	58
Philosophy	Biology	other	51
History	Mathematics	link	45
Geography	Biology	other	49
other-empty	Biology	external	65
English_language	English_language	link	38
other-internal	History	link	40
Music	Sports	link	50
History	Wikipedia	external	64
Geography	Religion	other	55
other-search	Chemistry	other	46
Literature	Biology	external	54
Philosophy	English_language	external	65
World_War_II	Sports	external	38
English_language	Sports	link	53
Science	Technology	link	40
Technology	History	link	50
Art	English_language	other	53
other-search	Main_Page	other	42
other-empty	Philosophy	link	44
Chemistry	United_States	link	57
Mathematics	World_War_II	link	54
Literature	Geography	other	46
Chemistry	Technology	external	50
Physics	Literature	external	53
Physics	Geography	other	60
Biology	Biology	external	38
other-internal	Physics	other	44
Music	World_War_II	other	54
Music	Biology	link	58
other-empty	Literature	link	53
other-external	Mathematics	link	59
United_States	Literature	other	55
Physics	Wikipedia	other	35
Physics	Geography	external	55
Biology	Biology	link	45
English_language	Sports	link	47
Art	Literature	external	52
Mathematics	Science	other	34
other-internal	Biology	link	46
Music	Music	external	46
Sports	Art	link	31
World_War_II	Philosophy	other	47
other-external	Earth	link	47
World_War_II	United_States	other	50
Philosophy	Main_Page	other	70
other-empty	Physics	external	60
Technology	Science	other	61
Religion	Geography	other	51
Geography	Main_Page	other	42
Religion	Biology	external	42
Physics	Main_Page	external	53
World_War_II	Mathematics	other	59
Religion	Science	other	56
Geography	Sports	link	60
Technology	Science	other	47
Art	Chemistry	other	57
Literature	Sports	link	52
other-empty	English_language	external	34
Wikipedia	Biology	other	49
Earth	Geography	link	46
other-empty	Chemistry	link	49
Chemistry	Biology	link	54
History	Biology	external	50
Geography	Sports	link	56
United_States	Geography	link	47
other-external	English_language	other	53
other-internal	Music	external	52
United_States	Biology	external	52
other-internal	Philosophy	other	58
Technology	Geography	other	63
Biology	World_War_II	external	59
other-empty	Philosophy	other	57
Literature	Mathematics	external	45
Religion	Geography	link	52
Main_Page	Science	other	54
Sports	Sports	link	49
History	Music	external	45
English_language	Geography	other	54
Science	Sports	external	41
History	Art	link	54
Biology	Earth	external	45
Mathematics	Biology	other	44
Chemistry	Art	link	46
other-external	Technology	link	55
Wikipedia	Sports	external	58
Philosophy	Mathematics	external	48
Technology	Main_Page	external	53
Chemistry	Earth	external	49
Art	United_States	link	57
English_language	Chemistry	other	48
Earth	Science	other	45
other-internal	Main_Page	external	42
Art	Sports	link	45
Religion	Mathematics	external	41
other-external	Mathematics	external	50
Sports	Philosophy	other	49
Chemistry	Religion	other	51
History	Physics	other	49
Mathematics	World_War_II	link	67
World_War_II	Main_Page	link	47
Art	Religion	external	49
other-empty	Mathematics	other	57
Technology	English_language	external	62
History	English_language	link	55
Literature	Wikipedia	external	61
Mathematics	Sports	link	50
Chemistry	Biology	external	46
Philosophy	Earth	other	47
Mathematics	Science	link	48
Literature	Geography	other	65
World_War_II	Technology	external	50
Science	Philosophy	link	38
Main_Page	Literature	other	58
Science	Technology	external	54
Main_Page	Religion	link	51
Music	History	external	43
Mathematics	Literature	link	43
Art	Physics	external	52
Literature	Geography	external	50
World_War_II	History	other	52
other-search	History	external	71
Physics	Physics	link	50
other-empty	Earth	link	56
Physics	Science	external	52
United_States	Sports	external	46
other-empty	World_War_II	link	58
Art	Biology	external	44
Mathematics	United_States	external	51
Religion	Philosophy	link	52
United_States	Science	external	46
Main_Page	Literature	external	54
Main_Page	Geography	link	59
other-internal	Physics	external	58
Science	English_language	external	45
other-internal	Wikipedia	other	50
Technology	United_States	other	41
Biology	Technology	other	49
Art	World_War_II	external	50
Wikipedia	English_language	link	42
Earth	Philosophy	other	53
World_War_II	Biology	external	53
Physics	Music	link	55
Literature	Technology	link	55
Technology	Philosophy	other	40
Religion	Art	other	34
other-empty	Earth	external	50
other-external	Biology	other	47
Physics	World_War_II	other	46
other-internal	Earth	other	54
Biology	Mathematics	link	56
Religion	World_War_II	link	40
Mathematics	Earth	external	59
Literature	Earth	external	56
Sports	Art	other	52
Chemistry	Sports	external	57
Sports	Biology	external	53
Science	Main_Page	other	55
English_language	Music	link	54
other-search	Technology	other	42
Physics	World_War_II	external	36
Wikipedia	Music	external	60
other-external	Music	external	38
Geography	Sports	external	45
Technology	Literature	link	47
Science	World_War_II	link	53
other-empty	Technology	link	49
Physics	Chemistry	link	59
Mathematics	World_War_II	link	51
History	Technology	external	46
Mathematics	Technology	external	57
other-internal	Science	other	60
Philosophy	Science	link	56
English_language	Religion	external	45
Mathematics	Geography	external	42
Religion	Biology	other	45
United_States	World_War_II	external	55
Music	Wikipedia	other	50
Music	English_language	external	52
Physics	English_language	link	46
Technology	Wikipedia	other	41
other-empty	Earth	link	57
other-external	Science	external	51
Mathematics	History	external	46
Art	Chemistry	external	37
History	Religion	other	56
Chemistry	Main_Page	external	45
Literature	Wikipedia	other	41
other-empty	Wikipedia	link	52
Physics	Mathematics	other	47
Main_Page	World_War_II	external	34
Technology	Science	external	45
Main_Page	Wikipedia	external	41
Science	Wikipedia	link	49
Sports	Chemistry	other	51
Biology	Philosophy	link	44
English_language	Biology	link	51
other-empty	English_language	link	48
Science	English_language	external	50
Art	World_War_II	other	48
Science	Geography	other	63
other-search	Technology	external	51
Physics	World_War_II	link	50
World_War_II	Science	link	51
United_States	Physics	other	55
World_War_II	World_War_II	link	61
Art	Earth	other	57
Science	Literature	link	46
History	Sports	other	42
Earth	Philosophy	external	52
Music	Chemistry	link	56
Main_Page	Religion	other	61
Religion	Chemistry	other	52
Earth	History	other	49
other-internal	Mathematics	external	42
Philosophy	Literature	link	52
other-external	Chemistry	external	33
Geography	Literature	link	54
Religion	Religion	external	48
other-search	Physics	link	45
Mathematics	Art	external	41
other-internal	Earth	other	46
Geography	Earth	external	44
Technology	Technology	external	66
Main_Page	Sports	link	57
Art	Chemistry	link	42
Physics	Biology	external	46
Sports	Geography	link	53
English_language	World_War_II	link	48
other-search	Literature	external	46
Religion	Technology	other	46
Science	English_language	external	47
Biology	Biology	external	50
Art	Physics	other	44
Earth	Technology	other	40
English_language	Science	link	53
History	Biology	external	44
other-search	Wikipedia	external	44
Philosophy	History	external	38
Literature	Science	other	49
Mathematics	Religion	other	54
Science	Music	external	52
United_States	Earth	link	51
Sports	Wikipedia	other	54
Music	Music	other	48
Mathematics	Technology	link	49
Geography	Biology	external	49
English_language	Main_Page	external	55
other-empty	United_States	external	47
Geography	Literature	link	49
Main_Page	Music	external	41
Sports	Mathematics	other	38
Physics	Chemistry	link	46
Chemistry	Earth	other	50
Music	United_States	external	60
Technology	English_language	external	60
Mathematics	Earth	link	59
Music	Technology	link	54
Main_Page	Mathematics	other	48
Earth	Philosophy	link	49
other-search	Wikipedia	link	46
Chemistry	Sports	other	40
Mathematics	Philosophy	other	58
other-internal	Geography	other	56
Geography	History	other	60
Music	United_States	external	33
Art	World_War_II	external	49
other-empty	Mathematics	other	43
English_language	Music	other	43
Earth	Wikipedia	link	54
Music	Main_Page	other	72
Earth	United_States	external	55
other-empty	Sports	external	49
other-external	Mathematics	link	49
Main_Page	Literature	link	50
other-empty	Science	external	47
Wikipedia	English_language	other	42
English_language	Music	external	35
Wikipedia	Physics	link	39
Literature	Physics	other	32
Technology	World_War_II	external	61
other-search	Literature	link	56
Technology	Wikipedia	link	59
other-search	United_States	other	46
World_War_II	United_States	other	44
other-external	United_States	link	59
other-empty	Mathematics	link	52
Literature	Technology	other	62
Chemistry	Technology	link	56
Physics	World_War_II	link	61
other-search	Physics	other	52
Art	World_War_II	external	45
Earth	Science	other	68
Music	History	other	66
other-search	Technology	external	61
Religion	Religion	link	57
Wikipedia	Technology	other	31
Sports	Chemistry	external	50
World_War_II	Wikipedia	link	53
Main_Page	Earth	other	47
History	Literature	other	48
Biology	Music	external	56
